Facility Number,School Type,Facility Name,Facility Address,County,Tdap/Td,Meningococcal,Hepatitis A,Hepatitis B,MMR,Polio,Varicella
9057816000,Public ISD,A W BROWN LEADERSHIP ACADEMY,"5701 RED BIRD CTR DR, DALLAS, TX, .",Dallas,69.5652173913043%,69.5652173913043%,97.8260869565217%,91.3043478260869%,93.4782608695652%,91.3043478260869%,93.4782608695652%
9057829000,Public ISD,A+ ACADEMY,"8225 BRUTON RD, DALLAS, TX, .",Dallas,97.65625%,97.65625%,97.65625%,98.4375%,98.4375%,98.4375%,98.4375%
9101871000,Public ISD,A+ UNLIMITED POTENTIAL,"2410 HAMILTON, HOUSTON, TX, .",Harris,86.7924528301887%,30.188679245283%,83.0188679245283%,86.7924528301887%,83.0188679245283%,75.4716981132076%,83.0188679245283%
9109901000,Public ISD,ABBOTT ISD,"P O BOX 226, ABBOTT, TX, .",Hill,91.3043478260869%,95.6521739130435%,91.3043478260869%,91.3043478260869%,91.3043478260869%,91.3043478260869%,91.3043478260869%
9095901000,Public ISD,ABERNATHY ISD,"505 7TH ST, ABERNATHY, TX, .",Hale,92.3076923076923%,92.3076923076923%,100%,100%,100%,100%,100%
9221901000,Public ISD,ABILENE ISD,"P O BOX 981, ABILENE, TX, .",Taylor,97.8199052132702%,98.2938388625592%,97.5355450236967%,99.0521327014218%,100%,98.3886255924171%,98.3886255924171%
9014901000,Public ISD,ACADEMY ISD,"704 E MAIN ST, LITTLE RIVER, TX, .",Bell,97.7611940298508%,98.5074626865672%,97.7611940298508%,97.7611940298508%,98.5074626865672%,97.7611940298508%,98.5074626865672%
9101810000,Public ISD,ACADEMY OF ACCELERATED LEARNING INC,"5300 BRAESWOOD #8, HOUSTON, TX, .",Harris,68%,69.3333333333333%,93.3333333333333%,96%,90.6666666666667%,89.3333333333333%,90.6666666666667%
9220821000,Public ISD,ACADEMY OF VISUAL AND PERFORMING ARTS,"4200 S FWY STE 1940, FORT WORTH, TX, .",Tarrant,95.2380952380952%,97.6190476190476%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%,95.2380952380952%
9101849000,Public ISD,ACCELERATED INTERMEDIATE ACADEMY,"P O BOX 20589, HOUSTON, TX, 77478",Harris,88.2352941176471%,88.2352941176471%,100%,100%,100%,100%,100%
7227105001,Private School,ACE Academy,"3901 Shoal Creek Blvd, Austin, TX, .",Travis,100%,88.8888888888889%,100%,100%,100%,100%,88.8888888888889%
9180903000,Public ISD,ADRIAN ISD,"P O BOX 189, ADRIAN, TX, .",Oldham,100%,100%,100%,100%,100%,100%,100%
9057806000,Public ISD,ADVANTAGE ACADEMY,"618 W WHEATLAND RD, DUNCANVILLE, TX, .",Dallas,96.969696969697%,97.979797979798%,95.959595959596%,96.969696969697%,97.979797979798%,96.969696969697%,96.969696969697%
7227109001,Private School,AESA Prep Academy,"14101 Canonade, Austin, TX, .",Travis,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%
9178901000,Public ISD,AGUA DULCE ISD,"P O BOX 250, AGUA DULCE, TX, .",Nueces,100%,100%,100%,100%,100%,100%,100%
9015901000,Public ISD,ALAMO HEIGHTS ISD,"7101 BROADWAY ST, SAN ANTONIO, TX, .",Bexar,98.6187845303867%,98.3425414364641%,98.3425414364641%,98.3425414364641%,99.4475138121547%,99.1712707182321%,98.8950276243094%
9250906000,Public ISD,ALBA-GOLDEN ISD,"1373 CR 2377, ALBA, TX, .",Wood,97.0149253731343%,97.0149253731343%,98.5074626865672%,98.5074626865672%,98.5074626865672%,98.5074626865672%,98.5074626865672%
9184907000,Public ISD,ALEDO ISD,"1008 BAILEY RANCH RD, ALEDO, TX, .",Parker,95.2012383900929%,95.3560371517028%,97.0588235294118%,97.3684210526316%,96.9040247678019%,97.3684210526316%,95.3560371517028%
9125901000,Public ISD,ALICE ISD,"#2 COYOTE TRL, ALICE, TX, .",Jim Wells,97.239263803681%,97.239263803681%,97.239263803681%,97.239263803681%,98.7730061349693%,97.239263803681%,97.239263803681%
9101903000,Public ISD,ALIEF ISD,"P O BOX 68, ALIEF, TX, .",Harris,97.9682305134836%,50.1662356852604%,99.7783524196528%,90.579977835242%,93.9416328038419%,91.9098633173255%,95.7517547100111%
9101815000,Public ISD,ALIEF MONTESSORI COMMUNITY SCHOOL,"12013 6TH ST, HOUSTON, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
9043901000,Public ISD,ALLEN ISD,"P O BOX 13, ALLEN, TX, .",Collin,95.8511287370348%,95.7291031116534%,97.5594874923734%,97.6205003050641%,97.803538743136%,97.7425259304454%,97.5594874923734%
9022901000,Public ISD,ALPINE ISD,"704 W SUL ROSS AVE, ALPINE, TX, .",Brewster,85.2459016393443%,83.6065573770492%,90.1639344262295%,90.1639344262295%,90.1639344262295%,90.1639344262295%,90.1639344262295%
9037901000,Public ISD,ALTO ISD,"244 COUNTY RD 2429, ALTO, TX, .",Cherokee,100%,100%,97.5609756097561%,100%,100%,100%,97.5609756097561%
9126901000,Public ISD,ALVARADO ISD,"P O BOX 387, ALVARADO, TX, .",Johnson,94.5255474452555%,94.5255474452555%,97.8102189781022%,97.8102189781022%,97.8102189781022%,97.8102189781022%,97.4452554744525%
9020901000,Public ISD,ALVIN ISD,"301 E HOUSE ST, ALVIN, TX, .",Brazoria,97.8290366350068%,97.9194934418815%,98.869289914066%,99.366802351877%,99.366802351877%,99.2763455450023%,99.1406603346902%
9249901000,Public ISD,ALVORD ISD,"P O BOX 70, ALVORD, TX, .",Wise,95.3125%,92.1875%,98.4375%,96.875%,98.4375%,98.4375%,98.4375%
9188901000,Public ISD,AMARILLO ISD,"7200 I-40 W, AMARILLO, TX, .",Potter,97.5%,97.5909090909091%,97.8181818181818%,98.8181818181818%,98.7272727272727%,98.6363636363636%,98.3181818181818%
9140901000,Public ISD,AMHERST ISD,"P O BOX 248, AMHERST, TX, .",Lamb,100%,100%,100%,100%,100%,100%,100%
9101819000,Public ISD,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHT,"5503 EL CAMINO DEL REY, HOUSTON, TX, .",Harris,49.2307692307692%,80%,98.4615384615385%,100%,100%,96.9230769230769%,96.9230769230769%
9036901000,Public ISD,ANAHUAC ISD,"P O BOX 369, ANAHUAC, TX, .",Chambers,95.5752212389381%,96.4601769911504%,98.2300884955752%,98.2300884955752%,99.1150442477876%,99.1150442477876%,98.2300884955752%
9093901000,Public ISD,ANDERSON-SHIRO CISD,"458 FM 149 W, ANDERSON, TX, .",Grimes,97.5903614457831%,97.5903614457831%,98.7951807228916%,98.7951807228916%,98.7951807228916%,98.7951807228916%,98.7951807228916%
9002901000,Public ISD,ANDREWS ISD,"405 NW 3RD ST, ANDREWS, TX, .",Andrews,96.4856230031949%,97.1246006389776%,96.8051118210863%,98.0830670926518%,98.7220447284345%,98.0830670926518%,98.0830670926518%
9020902000,Public ISD,ANGLETON ISD,"1900 N DOWNING RD, ANGLETON, TX, .",Brazoria,96.1089494163424%,96.8871595330739%,96.6926070038911%,97.0817120622568%,97.4708171206226%,97.0817120622568%,97.0817120622568%
9043902000,Public ISD,ANNA ISD,"501 S SHERLEY AVE, ANNA, TX, .",Collin,96.2779156327543%,96.2779156327543%,96.029776674938%,96.2779156327543%,96.5260545905707%,96.5260545905707%,96.2779156327543%
9127901000,Public ISD,ANSON ISD,"1431 COMMERCIAL AVE, ANSON, TX, .",Jones,98.0392156862745%,98.0392156862745%,100%,100%,98.0392156862745%,98.0392156862745%,98.0392156862745%
9071906000,Public ISD,ANTHONY ISD,"840 SIXTH ST, ANTHONY, TX, .",El Paso,100%,100%,100%,100%,100%,100%,100%
9110901000,Public ISD,ANTON ISD,"P O BOX 309, ANTON, TX, .",Hockley,92.3076923076923%,100%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%
9228905000,Public ISD,APPLE SPRINGS ISD,"P O BOX 125, APPLE SPRINGS, TX, .",Trinity,100%,100%,100%,100%,100%,100%,100%
9109912000,Public ISD,AQUILLA ISD,"404 N RICHARDS, AQUILLA, TX, .",Hill,6.25%,9.375%,96.875%,96.875%,100%,96.875%,96.875%
9005901000,Public ISD,ARCHER CITY ISD,"P O BOX 926, ARCHER CITY, TX, .",Archer,88.2352941176471%,88.2352941176471%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%
9061910000,Public ISD,ARGYLE ISD,"800 EAGLE DR, ARGYLE, TX, .",Denton,87.793427230047%,87.5586854460094%,93.1924882629108%,92.9577464788732%,92.9577464788732%,93.1924882629108%,92.9577464788732%
9101803000,Public ISD,ARISTOI CLASSICAL ACADEMY,"5610 MORTON RD, KATY, TX, .",Harris,85.9504132231405%,86.7768595041322%,91.7355371900826%,91.7355371900826%,90.9090909090909%,92.5619834710744%,91.7355371900826%
9220802000,Public ISD,ARLINGTON CLASSICS ACADEMY,"5206 S BOWEN, ARLINGTON, TX, .",Tarrant,94.6107784431138%,94.0119760479042%,95.2095808383234%,94.6107784431138%,95.2095808383234%,94.6107784431138%,94.0119760479042%
9220901000,Public ISD,ARLINGTON ISD,"690 E LAMAR BLVD, ARLINGTON, TX, .",Tarrant,94.3071965628357%,94.8711063372718%,96.6165413533835%,97.6369495166488%,99.8388829215897%,97.422126745435%,97.0730397422127%
9212901000,Public ISD,ARP ISD,"P O BOX 70, ARP, TX, .",Smith,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%
9107901000,Public ISD,ATHENS ISD,"104 HAWN ST, ATHENS, TX, .",Henderson,97.7477477477478%,97.7477477477478%,99.0990990990991%,99.0990990990991%,99.0990990990991%,99.0990990990991%,99.0990990990991%
9034901000,Public ISD,ATLANTA ISD,"106 W MAIN ST, ATLANTA, TX, .",Cass,94.4444444444445%,94.4444444444445%,96.8253968253968%,97.6190476190476%,96.8253968253968%,96.8253968253968%,96.8253968253968%
9061907000,Public ISD,AUBREY ISD,"415 TISDELL LN, AUBREY, TX, .",Denton,92.7392739273927%,92.4092409240924%,93.7293729372937%,94.3894389438944%,94.0594059405941%,94.3894389438944%,94.3894389438944%
9227825000,Public ISD,AUSTIN ACHIEVE PUBLIC SCHOOLS,"5908 Manor Rd, AUSTIN, TX, .",Travis,91.3705583756345%,93.9086294416244%,95.9390862944162%,98.9847715736041%,98.4771573604061%,96.9543147208122%,96.9543147208122%
9227901000,Public ISD,AUSTIN ISD,"4000 S IH 35 FRONTAGE RD, AUSTIN, TX, .",Travis,57.7934175119023%,58.7663009728835%,93.2519147174498%,94.4731939557028%,99.8344028151522%,94.0799006416891%,93.8936038087353%
9196901000,Public ISD,AUSTWELL-TIVOLI ISD,"207 REDFISH ST, TIVOLI, TX, .",Refugio,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%
9070901000,Public ISD,AVALON ISD,"P O BOX 455, AVALON, TX, .",Ellis,100%,100%,94.7368421052632%,100%,100%,100%,94.7368421052632%
9194902000,Public ISD,AVERY ISD,"150 SAN ANTONIO ST, AVERY, TX, .",Red River,96.4285714285714%,96.4285714285714%,100%,100%,100%,100%,100%
9034902000,Public ISD,AVINGER ISD,"245 CONNOR ST, AVINGER, TX, .",Cass,100%,100%,100%,100%,100%,100%,100%
9220915000,Public ISD,AZLE ISD,"300 ROE ST, AZLE, TX, .",Tarrant,96.4218455743879%,96.4218455743879%,97.3634651600753%,97.9284369114878%,98.1167608286252%,97.7401129943503%,97.7401129943503%
7221120101,Private School,Abilene Christian School,"2550 N Judge Ely BLVD, Abilene, TX, .",Taylor,64.5161290322581%,64.5161290322581%,93.5483870967742%,93.5483870967742%,93.5483870967742%,93.5483870967742%,93.5483870967742%
7227510001,Private School,Academy of Thought and Industry,"5815 Airport Blvd., Austin, TX, .",Travis,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
8000000016,Private School,Acton Academy Cy-Fair,"8350 Jones Road, Houston, TX, .",Harris,71.4285714285714%,71.4285714285714%,71.4285714285714%,71.4285714285714%,71.4285714285714%,71.4285714285714%,71.4285714285714%
8000000037,Private School,Acton Leadership Academy of Magnolia,"33227 Forest W. St., Magnolia, TX, .",Montgomery,50%,50%,50%,50%,50%,50%,50%
7057187101,Private School,Akiba Yavneh Academy of Dallas,"Dallas, TX, .",Dallas,NR,NR,NR,NR,NR,NR,NR
7057203101,Private School,Alcuin School,"6144 Churchill Way, Dallas, TX, .",Dallas,97.2222222222222%,97.2222222222222%,97.2222222222222%,97.2222222222222%,97.2222222222222%,97.2222222222222%,97.2222222222222%
7057100140,Private School,All Saints Catholic School Dallas,"7777 Osage Plaza Pkwy, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7220100101,Private School,All Saints Catholic School Fort Worth,"2006 N Houston ST, Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7123136101,Private School,All Saints Episcopal School Beaumont,"4108 Delaware, Beaumont, TX, .",Jefferson,87.5%,87.5%,96.875%,96.875%,96.875%,96.875%,96.875%
7220136101,Private School,All Saints Episcopal School Fort Worth,"9700 Saints Circle, Fort Worth, TX, .",Tarrant,97.6190476190476%,97.6190476190476%,100%,100%,98.8095238095238%,98.8095238095238%,98.8095238095238%
7152136001,Private School,All Saints Episcopal School Lubbock,"3222 103rd Street, Lubbock, TX, .",Lubbock,96.551724137931%,96.551724137931%,96.551724137931%,96.551724137931%,96.551724137931%,96.551724137931%,96.551724137931%
7212136101,Private School,All Saints Episcopal School Tyler,"2695 S SW Loop 323, Tyler, TX, .",Smith,88.5245901639344%,88.5245901639344%,96.7213114754098%,98.3606557377049%,98.3606557377049%,98.3606557377049%,98.3606557377049%
7021181101,Private School,Allen Academy,"3201 Boonville Rd, Bryan, TX, .",Brazos,90.9090909090909%,90.9090909090909%,95.4545454545455%,95.4545454545455%,90.9090909090909%,90.9090909090909%,90.9090909090909%
7236120001,Private School,Alpha Omega Academy,"3891 HWY. 30 West, Huntsville, TX, .",Walker,81.8181818181818%,81.8181818181818%,93.939393939394%,93.939393939394%,90.9090909090909%,93.939393939394%,93.939393939394%
7227222001,Private School,Alpha School,"201 Colorado St, Austin, TX, .",Travis,83.3333333333333%,72.2222222222222%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,77.7777777777778%
7226100107,Private School,Angelo Catholic School,"2315 A & M Ave., San Angelo, TX, .",Tom Green,81.8181818181818%,81.8181818181818%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%
7178900001,Private School,Annapolis Christian Academy,"3875 South Staples Street, Corpus Christi, TX, .",Nueces,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,77.2727272727273%
7101181101,Private School,Annunciation Orthodox School,"3600 Yoakum, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7084200001,Private School,Arcadia First Baptist Christian School,"P.O. Box 14828 Highway 6, Santa Fe, TX, .",Galveston,100%,85.7142857142857%,85.7142857142857%,100%,100%,100%,85.7142857142857%
7188190001,Private School,Ascension Academy,"9301 Ascension Parkway, Amarillo, TX, .",Potter,94.7368421052632%,94.7368421052632%,100%,100%,94.7368421052632%,94.7368421052632%,94.7368421052632%
7101100041,Private School,Assumption Catholic School,"801 Roselane St., Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7107140001,Private School,Athens Christian Preparatory Academy,"2621 US HWY 175 E, Athens, TX, .",Henderson,40%,40%,70%,70%,70%,70%,70%
7227320001,Private School,Austin International School,"4001 Adephi Lane, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7227186001,Private School,Austin Jewish Academy,"7300 Hart Lane, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7227241001,Private School,Austin Montessori School,"5677 Oak Blvd., Austin, TX, .",Travis,92.3076923076923%,84.6153846153846%,100%,84.6153846153846%,92.3076923076923%,92.3076923076923%,84.6153846153846%
7227194001,Private School,Austin Peace Academy,"5110 Manor Road, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7227150001,Private School,Austin Waldorf School,"8700 South View Road, Austin, TX, .",Travis,84.375%,78.125%,81.25%,75%,81.25%,84.375%,81.25%
9030903000,Public ISD,BAIRD ISD,"P O BOX 1147, BAIRD, TX, .",Callahan,100%,100%,100%,100%,100%,100%,100%
9101853000,Public ISD,BAKERRIPLEY COMMUNITY SCHOOLS,"4450 HARRISBURG BLVD, Houston, TX, .",Harris,87.3015873015873%,80.952380952381%,98.4126984126984%,98.4126984126984%,98.4126984126984%,98.4126984126984%,98.4126984126984%
9200901000,Public ISD,BALLINGER ISD,"P O BOX 231, BALLINGER, TX, .",Runnels,100%,100%,100%,98.3870967741936%,100%,98.3870967741936%,100%
9195902000,Public ISD,BALMORHEA ISD,"P O BOX 368, BALMORHEA, TX, .",Reeves,88.8888888888889%,88.8888888888889%,100%,100%,88.8888888888889%,88.8888888888889%,88.8888888888889%
9010902000,Public ISD,BANDERA ISD,"P O BOX 727, BANDERA, TX, .",Bandera,97.2375690607735%,97.2375690607735%,97.7900552486188%,97.7900552486188%,97.7900552486188%,97.7900552486188%,98.3425414364641%
9025901000,Public ISD,BANGS ISD,"P O BOX 969, BANGS, TX, .",Brown,95%,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%,96.6666666666667%
9178913000,Public ISD,BANQUETE ISD,"P O BOX 369, BANQUETE, TX, .",Nueces,100%,100%,97.9591836734694%,100%,100%,100%,100%
9036902000,Public ISD,BARBERS HILL ISD,"P O BOX 1108, MONT BELVIEU, TX, .",Chambers,94.4908180300501%,94.1569282136895%,97.1619365609349%,97.6627712854758%,97.1619365609349%,96.9949916527546%,96.9949916527546%
9014902000,Public ISD,BARTLETT ISD,"P O BOX 170, BARTLETT, TX, .",Bell,96.7741935483871%,96.7741935483871%,96.7741935483871%,100%,96.7741935483871%,96.7741935483871%,96.7741935483871%
9015834000,Public ISD,BASIS TEXAS,"404 E RAMSEY STE 106, SAN ANTONIO, TX, .",Bexar,82.680412371134%,82.2680412371134%,97.319587628866%,97.7319587628866%,96.7010309278351%,97.1134020618557%,96.4948453608247%
9011901000,Public ISD,BASTROP ISD,"906 FARM ST, BASTROP, TX, .",Bastrop,95.615866388309%,96.0334029227557%,97.0772442588727%,97.7035490605428%,97.9123173277662%,97.3903966597077%,97.286012526096%
9158901000,Public ISD,BAY CITY ISD,"P O BOX 2510, BAY CITY, TX, .",Matagorda,97.2762645914397%,97.6653696498054%,98.0544747081712%,98.8326848249027%,98.8326848249027%,98.8326848249027%,98.443579766537%
9123910000,Public ISD,BEAUMONT ISD,"3395 HARRISON AVE, BEAUMONT, TX, .",Jefferson,97.9071883530482%,98.4531392174704%,98.6351228389445%,99.0900818926297%,99.8180163785259%,98.8171064604186%,98.9080982711556%
9183901000,Public ISD,BECKVILLE ISD,"P O BOX 37, BECKVILLE, TX, .",Panola,98%,96%,100%,100%,100%,100%,100%
9013901000,Public ISD,BEEVILLE ISD,"201 N SAINT MARY'S ST, BEEVILLE, TX, .",Bee,100%,100%,100%,100%,100%,100%,100%
9039904000,Public ISD,BELLEVUE ISD,"P O BOX 38, BELLEVUE, TX, .",Clay,87.5%,87.5%,87.5%,87.5%,87.5%,87.5%,87.5%
9091901000,Public ISD,BELLS ISD,"1550 OLE AMBROSE RD, BELLS, TX, .",Grayson,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%,94.6666666666667%
9008901000,Public ISD,BELLVILLE ISD,"518 S MATHEWS, BELLVILLE, TX, .",Austin,95.5801104972376%,94.475138121547%,94.475138121547%,94.475138121547%,94.475138121547%,94.475138121547%,94.475138121547%
9125902000,Public ISD,BEN BOLT-PALITO BLANCO ISD,"172 BADGER LN, ALICE, TX, .",Jim Wells,100%,100%,100%,100%,100%,100%,100%
9101870000,Public ISD,BETA ACADEMY,"P O BOX 34458, HOUSTON, TX, .",Harris,96.4705882352941%,96.4705882352941%,100%,100%,98.8235294117647%,100%,100%
9015809000,Public ISD,BEXAR COUNTY ACADEMY,"1485 Hillcrest Dr, SAN ANTONIO, TX, .",Bexar,100%,71.4285714285714%,85.7142857142857%,100%,100%,100%,85.7142857142857%
9230901000,Public ISD,BIG SANDY ISD,"P O BOX 598, BIG SANDY, TX, .",Upshur,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%
9187901000,Public ISD,BIG SANDY ISD,"P O BOX 188, DALLARDSVILLE, TX, .",Polk,95.5555555555556%,95.5555555555556%,97.7777777777778%,97.7777777777778%,97.7777777777778%,95.5555555555556%,97.7777777777778%
9114901000,Public ISD,BIG SPRING ISD,"708 E 11TH PL, BIG SPRING, TX, .",Howard,96.969696969697%,96.969696969697%,98.1060606060606%,98.1060606060606%,98.1060606060606%,98.1060606060606%,98.1060606060606%
9193801000,Public ISD,BIG SPRINGS CHARTER SCHOOL,"149 CAMP SCENIC LOOP W, INGRAM, TX, .",Kerr,100%,100%,100%,100%,100%,100%,100%
9178902000,Public ISD,BISHOP CISD,"719 E SIXTH ST, BISHOP, TX, .",Nueces,100%,100%,100%,100%,100%,100%,100%
9016902000,Public ISD,BLANCO ISD,"814 11TH ST, BLANCO, TX, .",Blanco,92.1348314606742%,92.1348314606742%,94.3820224719101%,95.5056179775281%,96.6292134831461%,96.6292134831461%,95.5056179775281%
9116915000,Public ISD,BLAND ISD,"P O BOX 216, MERIT, TX, .",Hunt,98.2142857142857%,98.2142857142857%,98.2142857142857%,98.2142857142857%,96.4285714285714%,98.2142857142857%,98.2142857142857%
9025904000,Public ISD,BLANKET ISD,"901 AVE H, BLANKET, TX, .",Brown,87.5%,81.25%,100%,100%,100%,100%,100%
9034909000,Public ISD,BLOOMBURG ISD,"211 W CYPRESS ST, BLOOMBURG, TX, .",Cass,100%,100%,100%,100%,100%,100%,100%
9175902000,Public ISD,BLOOMING GROVE ISD,"P O BOX 258, BLOOMING GROVE, TX, .",Navarro,97.4025974025974%,97.4025974025974%,98.7012987012987%,100%,100%,100%,100%
9235901000,Public ISD,BLOOMINGTON ISD,"P O BOX 158, BLOOMINGTON, TX, .",Victoria,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%,98.3870967741936%
9043917000,Public ISD,BLUE RIDGE ISD,"318 W SCHOOL ST, BLUE RIDGE, TX, .",Collin,91.1764705882353%,85.2941176470588%,86.7647058823529%,91.1764705882353%,91.1764705882353%,91.1764705882353%,91.1764705882353%
9072904000,Public ISD,BLUFF DALE ISD,"P O BOX 101, BLUFF DALE, TX, .",Erath,87.5%,87.5%,91.6666666666667%,91.6666666666667%,87.5%,91.6666666666667%,91.6666666666667%
9109913000,Public ISD,BLUM ISD,"P O BOX 520, BLUM, TX, .",Hill,92%,92%,100%,100%,100%,100%,100%
9123807000,Public ISD,BOB HOPE SCHOOL,"2849 9TH AVE, PORT ARTHUR, TX, .",Jefferson,99.4897959183674%,99.4897959183674%,97.4489795918367%,99.4897959183674%,100%,100%,100%
9130901000,Public ISD,BOERNE ISD,"235 JOHNS RD, BOERNE, TX, .",Kendall,93.2330827067669%,93.734335839599%,96.1152882205514%,96.4912280701754%,96.6165413533835%,96.8671679197995%,96.4912280701754%
9116916000,Public ISD,BOLES ISD,"9777 F M 2101, QUINLAN, TX, .",Hunt,97.9591836734694%,97.9591836734694%,97.9591836734694%,97.9591836734694%,97.9591836734694%,97.9591836734694%,97.9591836734694%
9241901000,Public ISD,BOLING ISD,"P O BOX 160, BOLING, TX, .",Wharton,100%,100%,100%,100%,100%,100%,100%
9074903000,Public ISD,BONHAM ISD,"1005 CHESTNUT ST, BONHAM, TX, .",Fannin,87.218045112782%,86.4661654135338%,97.7443609022556%,98.4962406015038%,98.4962406015038%,98.4962406015038%,99.2481203007519%
