Facility Number,School Type,Facility Name,Facility Address,County,Tdap/Td,Meningococcal,Hepatitis A,Hepatitis B,MMR,Polio,Varicella
9096904000,Public ISD,MEMPHIS ISD,"P O BOX 460, MEMPHIS, TX, .",Hall,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%
9164901000,Public ISD,MENARD ISD,"P O BOX 729, MENARD, TX, .",Menard,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%
9108907000,Public ISD,MERCEDES ISD,"P O BOX 419, MERCEDES, TX, .",Hidalgo,100%,100%,99.4169096209913%,100%,100%,99.4169096209913%,99.4169096209913%
9018902000,Public ISD,MERIDIAN ISD,"P O BOX 349, MERIDIAN, TX, .",Bosque,100%,100%,100%,100%,100%,100%,100%
9221904000,Public ISD,MERKEL ISD,"P O BOX 430, MERKEL, TX, .",Taylor,97.7272727272727%,97.7272727272727%,97.7272727272727%,97.7272727272727%,97.7272727272727%,97.7272727272727%,97.7272727272727%
9057914000,Public ISD,MESQUITE ISD,"3819 TOWNE CROSSING BLVD, MESQUITE, TX, .",Dallas,97.7976600137646%,98.107364074329%,98.4514796971783%,99.1741225051617%,99.2429456297316%,98.9676531314522%,98.7611837577426%
9147903000,Public ISD,MEXIA ISD,"P O BOX 2000, MEXIA, TX, .",Limestone,98.3050847457627%,98.3050847457627%,99.1525423728814%,100%,100%,100%,100%
9101855000,Public ISD,MEYERPARK CHARTER,"13663 S MAIN ST, HOUSTON, TX, .",Harris,100%,46.1538461538462%,100%,92.3076923076923%,100%,92.3076923076923%,92.3076923076923%
9062906000,Public ISD,MEYERSVILLE ISD,"P O BOX 1, MEYERSVILLE, TX, .",Dewitt,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%
9197902000,Public ISD,MIAMI ISD,"P O BOX 368, MIAMI, TX, .",Roberts,100%,100%,100%,100%,100%,100%,100%
9165802000,Public ISD,MIDLAND ACADEMY CHARTER SCHOOL,"500 N BAIRD, MIDLAND, TX, .",Midland,89.2857142857143%,89.2857142857143%,89.2857142857143%,89.2857142857143%,89.2857142857143%,89.2857142857143%,89.2857142857143%
9165901000,Public ISD,MIDLAND ISD,"615 W MISSOURI AVE, MIDLAND, TX, .",Midland,96.3809523809524%,96.5714285714286%,97.3333333333333%,98.8571428571429%,98.8095238095238%,98.5238095238095%,98.0952380952381%
9070908000,Public ISD,MIDLOTHIAN ISD,"100 WALTER STEPHENSON RD, MIDLOTHIAN, TX, .",Ellis,95.8950969213227%,95.7810718358039%,97.2633979475485%,97.3774230330673%,97.6054732041049%,97.2633979475485%,97.3774230330673%
9039905000,Public ISD,MIDWAY ISD,"12142 STATE HWY 148 S, HENRIETTA, TX, .",Clay,100%,100%,100%,100%,100%,100%,100%
9161903000,Public ISD,MIDWAY ISD,"13885 WOODWAY DR, WOODWAY, TX, .",Mclennan,96.078431372549%,96.078431372549%,95.9276018099548%,96.078431372549%,95.475113122172%,96.078431372549%,96.078431372549%
9175910000,Public ISD,MILDRED ISD,"5475 S HWY 287, CORSICANA, TX, .",Navarro,95.1807228915663%,95.1807228915663%,98.7951807228916%,98.7951807228916%,98.7951807228916%,98.7951807228916%,98.7951807228916%
9200902000,Public ISD,MILES ISD,"P O BOX 308, MILES, TX, .",Runnels,97.3684210526316%,97.3684210526316%,97.3684210526316%,97.3684210526316%,97.3684210526316%,97.3684210526316%,97.3684210526316%
9070909000,Public ISD,MILFORD ISD,"P O BOX 545, MILFORD, TX, 79924",Ellis,100%,100%,100%,100%,100%,100%,100%
9112907000,Public ISD,MILLER GROVE ISD,"7819 FM 275 S, CUMBY, TX, .",Hopkins,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%
9184904000,Public ISD,MILLSAP ISD,"201 E BRAZOS ST, MILLSAP, TX, .",Parker,93.5064935064935%,93.5064935064935%,94.8051948051948%,94.8051948051948%,94.8051948051948%,94.8051948051948%,94.8051948051948%
9250903000,Public ISD,MINEOLA ISD,"1695 W LOOP 564, MINEOLA, TX, .",Wood,97.5206611570248%,97.5206611570248%,98.3471074380165%,98.3471074380165%,98.3471074380165%,98.3471074380165%,98.3471074380165%
9182903000,Public ISD,MINERAL WELLS ISD,"906 S W 5TH AVE, MINERAL WELLS, TX, .",Palo Pinto,98.6238532110092%,98.6238532110092%,98.6238532110092%,99.5412844036697%,99.0825688073395%,99.0825688073395%,99.0825688073395%
9108908000,Public ISD,MISSION CISD,"1201 BRYCE DR, MISSION, TX, .",Hidalgo,99.5963673057518%,99.5963673057518%,99.4954591321897%,99.7981836528759%,99.6972754793138%,99.6972754793138%,99.6972754793138%
9238902000,Public ISD,MONAHANS-WICKETT-PYOTE ISD,"606 S BETTY AVE, MONAHANS, TX, .",Ward,98.8304093567252%,98.8304093567252%,97.6608187134503%,98.8304093567252%,98.8304093567252%,98.2456140350877%,98.2456140350877%
9169908000,Public ISD,MONTAGUE ISD,"P O BOX 78, MONTAGUE, TX, .",Montague,61.5384615384615%,61.5384615384615%,69.2307692307692%,69.2307692307692%,69.2307692307692%,69.2307692307692%,69.2307692307692%
9170903000,Public ISD,MONTGOMERY ISD,"P O BOX 1475, MONTGOMERY, TX, .",Montgomery,91.7737789203085%,91.7737789203085%,94.0874035989717%,94.2159383033419%,94.3444730077121%,94.4730077120823%,94.2159383033419%
9161910000,Public ISD,MOODY ISD,"12084A S LONE STAR PKWY, MOODY, TX, .",Mclennan,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%,90.9090909090909%
9209902000,Public ISD,MORAN ISD,"P O BOX 98, MORAN, TX, .",Shackelford,83.3333333333333%,75%,100%,100%,100%,100%,100%
9018903000,Public ISD,MORGAN ISD,"P O BOX 300, MORGAN, TX, .",Bosque,100%,100%,100%,100%,100%,100%,100%
9072910000,Public ISD,MORGAN MILL ISD,"295 E FM 1188, STEPHENVILLE, TX, .",Erath,80%,80%,80%,80%,80%,80%,80%
9040901000,Public ISD,MORTON ISD,"500 CHAMPION DR, MORTON, TX, .",Cochran,96.1538461538462%,96.1538461538462%,96.1538461538462%,100%,96.1538461538462%,100%,96.1538461538462%
9173901000,Public ISD,MOTLEY COUNTY ISD,"P O BOX 310, MATADOR, TX, .",Motley,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%
9143902000,Public ISD,MOULTON ISD,"P O DRAWER C, MOULTON, TX, .",Lavaca,100%,100%,100%,100%,100%,100%,100%
9109910000,Public ISD,MOUNT CALM ISD,"P O 105, MOUNT CALM, TX, .",Hill,66.6666666666667%,66.6666666666667%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%
9201907000,Public ISD,MOUNT ENTERPRISE ISD,"301 NW 3RD ST, MOUNT ENTERPRISE, TX, .",Rusk,100%,100%,100%,100%,100%,100%,100%
9225902000,Public ISD,MOUNT PLEASANT ISD,"P O BOX 1117, MOUNT PLEASANT, TX, .",Titus,96.9788519637462%,98.1873111782478%,97.2809667673716%,97.8851963746224%,98.4894259818731%,97.8851963746224%,98.4894259818731%
9080901000,Public ISD,MOUNT VERNON ISD,"501 TEXAS HWY 37, MOUNT VERNON, TX, .",Franklin,94.7826086956522%,95.6521739130435%,96.5217391304348%,96.5217391304348%,97.3913043478261%,96.5217391304348%,96.5217391304348%
9049902000,Public ISD,MUENSTER ISD,"P O BOX 608, MUENSTER, TX, .",Cooke,92.6829268292683%,92.6829268292683%,97.5609756097561%,97.5609756097561%,97.5609756097561%,97.5609756097561%,97.5609756097561%
9009901000,Public ISD,MULESHOE ISD,"514 W AVE G, MULESHOE, TX, .",Bailey,98.019801980198%,99.009900990099%,98.019801980198%,98.019801980198%,98.019801980198%,98.019801980198%,98.019801980198%
9198906000,Public ISD,MUMFORD ISD,"9755 FM 50, MUMFORD, TX, .",Robertson,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%,92.3076923076923%
9138903000,Public ISD,MUNDAY CISD,"P O BOX 300, MUNDAY, TX, .",Knox,100%,100%,100%,100%,100%,100%,100%
9107908000,Public ISD,MURCHISON ISD,"P O BOX 538, MURCHISON, TX, .",Henderson,100%,100%,100%,100%,100%,100%,100%
7031181001,Private School,Marine Military Academy,"320 Iwo Jima Blvd, Harlingen, TX, .",Cameron,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%
7240121101,Private School,Mary Help of Christians School,"10 East Del Mar Blvd., Laredo, TX, .",Webb,100%,100%,100%,100%,100%,100%,100%
7057100109,Private School,Mary Immaculate School,"14032 Dennis Ln, Farmers Branch, TX, .",Dallas,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%,98.3333333333333%
7043121001,Private School,McKinney Christian Academy,"3601 Bois D'Arc Rd, Mckinney, TX, .",Collin,73.6842105263158%,71.9298245614035%,94.7368421052632%,94.7368421052632%,87.719298245614%,84.2105263157895%,89.4736842105263%
7101160101,Private School,Memorial Lutheran School Houston,"5800 Westheimer Rd, Houston, TX, .",Harris,45.4545454545455%,18.1818181818182%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%,81.8181818181818%
7220125001,Private School,Mercy Culture Preparatory Academy,"1401 Oakhurst Scenic Dr, Fort Worth, TX, .",Tarrant,50%,50%,50%,50%,50%,50%,50%
7220107001,Private School,Merryhill School Arlington,"711 W. Arbrook Blvd, Arlington, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7220105001,Private School,Messiah Lutheran Classical Academy,"1308 Whtiley Road, Keller, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7165120001,Private School,Midland Christian School,"2001 Culver ST, Midland, TX, .",Midland,89.4736842105263%,89.4736842105263%,97.3684210526316%,97.3684210526316%,96.4912280701754%,97.3684210526316%,96.4912280701754%
7071100114,Private School,Most Holy Trinity Catholic School,"10000 Pheasant Rd., El Paso, TX, .",El Paso,100%,81.25%,100%,100%,100%,100%,100%
7015100109,Private School,Mount Sacred Heart School,"619 Mount Sacred Heart Rd., San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7057100138,Private School,Mount St. Michael Catholic School,"4500 W Davis St, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7071400001,Private School,Mountain West Montessori,"403 Frontera Road, El Paso, TX, .",El Paso,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
9174904000,Public ISD,NACOGDOCHES ISD,"DRAWER 631521, NACOGDOCHES, TX, .",Nacogdoches,98.6899563318777%,99.1266375545851%,98.2532751091703%,98.2532751091703%,99.1266375545851%,98.6899563318777%,98.9082969432315%
9163903000,Public ISD,NATALIA ISD,"P O BOX 548, NATALIA, TX, .",Medina,97.9166666666667%,97.9166666666667%,97.9166666666667%,98.9583333333333%,98.9583333333333%,98.9583333333333%,98.9583333333333%
9094903000,Public ISD,NAVARRO ISD,"6450 N STATE HWY 123, SEGUIN, TX, .",Guadalupe,97.2826086956522%,97.8260869565217%,98.3695652173913%,98.9130434782609%,97.2826086956522%,98.3695652173913%,97.8260869565217%
9093904000,Public ISD,NAVASOTA ISD,"P O BOX 511, NAVASOTA, TX, .",Grimes,98.6899563318777%,98.6899563318777%,100%,99.5633187772926%,100%,99.5633187772926%,100%
9035903000,Public ISD,NAZARETH ISD,"P O BOX 189, NAZARETH, TX, .",Castro,100%,100%,100%,100%,100%,100%,100%
9001906000,Public ISD,NECHES ISD,"P O BOX 310, NECHES, TX, .",Anderson,96.551724137931%,96.551724137931%,96.551724137931%,96.551724137931%,96.551724137931%,100%,96.551724137931%
9123905000,Public ISD,NEDERLAND ISD,"220 N 17TH ST, NEDERLAND, TX, .",Jefferson,94.9397590361446%,94.9397590361446%,95.1807228915663%,95.1807228915663%,95.1807228915663%,95.1807228915663%,95.1807228915663%
9079906000,Public ISD,NEEDVILLE ISD,"P O BOX 412, NEEDVILLE, TX, .",Fort Bend,97.3770491803279%,97.3770491803279%,98.6885245901639%,98.6885245901639%,98.6885245901639%,98.6885245901639%,98.6885245901639%
9019905000,Public ISD,NEW BOSTON ISD,"201 RICE ST, NEW BOSTON, TX, .",Bowie,100%,100%,100%,100%,100%,100%,100%
9046901000,Public ISD,NEW BRAUNFELS ISD,"1000 N WALNUT, NEW BRAUNFELS, TX, .",Comal,95.2510176390774%,95.3867028493894%,97.1506105834464%,97.0149253731343%,97.0149253731343%,97.0149253731343%,97.2862957937585%
9170908000,Public ISD,NEW CANEY ISD,"21580 LOOP 494, NEW CANEY, TX, .",Montgomery,97.2740315638451%,97.4175035868006%,98.3500717360115%,98.7804878048781%,98.7087517934003%,98.493543758967%,98.5652797704448%
9152902000,Public ISD,NEW DEAL ISD,"P O BOX 280, NEW DEAL, TX, .",Lubbock,94.4444444444445%,94.4444444444445%,94.4444444444445%,94.4444444444445%,94.4444444444445%,94.4444444444445%,94.4444444444445%
9230906000,Public ISD,NEW DIANA ISD,"1373 US HWY 259 S, DIANA, TX, .",Upshur,95.6989247311828%,95.6989247311828%,95.6989247311828%,95.6989247311828%,95.6989247311828%,95.6989247311828%,95.6989247311828%
9015805000,Public ISD,NEW FRONTIERS PUBLIC SCHOOLS INC,"901 NE LOOP 410 STE 711, SAN ANTONIO, TX, .",Bexar,97.6190476190476%,97.6190476190476%,97.6190476190476%,97.6190476190476%,97.6190476190476%,97.6190476190476%,97.6190476190476%
9153905000,Public ISD,NEW HOME ISD,"225 N MAIN ST, NEW HOME, TX, .",Lynn,92.5%,92.5%,92.5%,95%,95%,95%,92.5%
9037908000,Public ISD,NEW SUMMERFIELD ISD,"P O BOX 6, NEW SUMMERFIELD, TX, .",Cherokee,100%,100%,100%,100%,100%,100%,100%
9236901000,Public ISD,NEW WAVERLY ISD,"355 FRONT ST, NEW WAVERLY, TX, .",Walker,94.3820224719101%,94.3820224719101%,98.876404494382%,98.876404494382%,97.752808988764%,96.6292134831461%,97.752808988764%
9252902000,Public ISD,NEWCASTLE ISD,"P O BOX 129, NEWCASTLE, TX, .",Young,66.6666666666667%,66.6666666666667%,100%,100%,100%,100%,100%
9220817000,Public ISD,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTO,"P O BOX 170057, ARLINGTON, TX, .",Tarrant,89.8936170212766%,89.3617021276596%,92.5531914893617%,93.6170212765958%,93.0851063829787%,93.6170212765958%,93.0851063829787%
9176902000,Public ISD,NEWTON ISD,"720 RUSK ST, NEWTON, TX, .",Newton,100%,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%,98.7012987012987%
9089903000,Public ISD,NIXON-SMILEY CISD,"P O BOX 400, NIXON, TX, .",Gonzales,98.6111111111111%,98.6111111111111%,98.6111111111111%,98.6111111111111%,98.6111111111111%,98.6111111111111%,98.6111111111111%
9169902000,Public ISD,NOCONA ISD,"100 COOKE ST, NOCONA, TX, .",Montague,93.6170212765958%,93.6170212765958%,95.7446808510638%,95.7446808510638%,95.7446808510638%,95.7446808510638%,95.7446808510638%
9062902000,Public ISD,NORDHEIM ISD,"500 N BROADWAY, NORDHEIM, TX, .",Dewitt,100%,100%,100%,100%,100%,100%,100%
9145906000,Public ISD,NORMANGEE ISD,"P O BOX 219, NORMANGEE, TX, .",Leon,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%,95.5555555555556%
9015910000,Public ISD,NORTH EAST ISD,"8961 TESORO DR, SAN ANTONIO, TX, .",Bexar,93.8204887218045%,94.1494360902256%,96.734022556391%,97.8148496240602%,97.9558270676692%,97.6738721804511%,97.2979323308271%
9112906000,Public ISD,NORTH HOPKINS ISD,"1994 FM 71 W, SULPHUR SPRINGS, TX, .",Hopkins,95.1219512195122%,95.1219512195122%,95.1219512195122%,95.1219512195122%,95.1219512195122%,95.1219512195122%,95.1219512195122%
9139911000,Public ISD,NORTH LAMAR ISD,"3130 N MAIN, PARIS, TX, .",Lamar,98.2142857142857%,97.6190476190476%,99.4047619047619%,99.4047619047619%,98.8095238095238%,98.8095238095238%,98.2142857142857%
9061802000,Public ISD,NORTH TEXAS COLLEGIATE ACADEMY,"4601 N 1-35, DENTON, TX, .",Denton,91.4893617021277%,91.4893617021277%,91.4893617021277%,91.4893617021277%,91.4893617021277%,91.4893617021277%,91.4893617021277%
9154903000,Public ISD,NORTH ZULCH ISD,"P O BOX 158, NORTH ZULCH, TX, .",Madison,100%,100%,100%,100%,100%,100%,100%
9244905000,Public ISD,NORTHSIDE ISD,"18040 HWY 283 N, VERNON, TX, .",Wilbarger,100%,100%,100%,100%,100%,100%,100%
9015915000,Public ISD,NORTHSIDE ISD,"5900 EVERS RD, SAN ANTONIO, TX, .",Bexar,87.5068343357026%,87.5341716785129%,95.7900492072171%,95.4756697648989%,96.7058501913614%,96.4051394204483%,97.3619464188081%
9057827000,Public ISD,NOVA ACADEMY SOUTHEAST,"2800 PRICHARD LN, DALLAS, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
9069902000,Public ISD,NUECES CANYON CISD,"P O BOX 118, BARKSDALE, TX, .",Edwards,100%,100%,100%,100%,100%,100%,100%
9227804000,Public ISD,NYOS CHARTER SCHOOL,"12333 N LAMAR BLVD, AUSTIN, TX, .",Travis,88.0239520958084%,87.4251497005988%,92.814371257485%,92.814371257485%,93.4131736526946%,92.814371257485%,92.814371257485%
7235100101,Private School,Nazareth Academy School,"206 West Convent St, Victoria, TX, .",Victoria,97.3684210526316%,100%,100%,100%,100%,100%,100%
7046121001,Private School,New Braunfels Christian Academy,"220 FM 1863, New Braunfels, TX, .",Comal,76.5957446808511%,76.5957446808511%,82.9787234042553%,82.9787234042553%,82.9787234042553%,82.9787234042553%,82.9787234042553%
7057176101,Private School,North Dallas Adventist Academy,"2800 Custer Parkway, Richardson, TX, .",Collin,78.5714285714286%,71.4285714285714%,71.4285714285714%,78.5714285714286%,78.5714285714286%,71.4285714285714%,78.5714285714286%
7101122001,Private School,Northland Christian School,"4363 Sylvanfield Rd, Houston, TX, .",Harris,93.75%,93.75%,100%,100%,100%,100%,100%
7220231001,Private School,Northstar School,"4620 Park Springs Road, Arlington, TX, .",Tarrant,81.8181818181818%,45.4545454545455%,72.7272727272727%,81.8181818181818%,72.7272727272727%,81.8181818181818%,72.7272727272727%
7015100112,Private School,Notre Dame Catholic School Kerrville,"907 Main Street, Kerrville, TX, .",Kerr,64.2857142857143%,71.4285714285714%,100%,100%,100%,100%,100%
7057100009,Private School,Notre Dame of Dallas SP School and Vocat,"2018 Allen St, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
9153903000,Public ISD,O'DONNELL ISD,"400 SMALL ST, O'DONNELL, TX, .",Lynn,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%
9145907000,Public ISD,OAKWOOD ISD,"631 N HOLLY ST, OAKWOOD, TX, .",Leon,100%,100%,100%,100%,100%,100%,100%
9205905000,Public ISD,ODEM-EDROY ISD,"1 OWL SQUARE, ODEM, TX, .",San Patricio,100%,100%,100%,100%,100%,100%,100%
9084802000,Public ISD,ODYSSEY ACADEMY INC,"10000 EMMETT F LOWRY EXPY 1220, TEXAS CITY, TX, .",Galveston,96.6386554621849%,96.6386554621849%,97.4789915966387%,98.3193277310924%,98.3193277310924%,98.3193277310924%,98.3193277310924%
9050904000,Public ISD,OGLESBY ISD,"125 COLLEGE AVE, OGLESBY, TX, .",Coryell,71.4285714285714%,71.4285714285714%,100%,100%,100%,100%,100%
9200906000,Public ISD,OLFEN ISD,"1122 PRIVATE RD 2562, ROWENA, TX, .",Runnels,70%,70%,90%,90%,90%,90%,90%
9252903000,Public ISD,OLNEY ISD,"809 W HAMILTON, OLNEY, TX, .",Young,93.6170212765958%,93.6170212765958%,100%,100%,100%,100%,100%
9140905000,Public ISD,OLTON ISD,"P O BOX 388, OLTON, TX, .",Lamb,100%,100%,100%,100%,100%,100%,100%
9187910000,Public ISD,ONALASKA ISD,"P O BOX 2289, ONALASKA, TX, .",Polk,92.7835051546392%,91.7525773195876%,96.9072164948454%,97.9381443298969%,97.9381443298969%,97.9381443298969%,96.9072164948454%
9125903000,Public ISD,ORANGE GROVE ISD,"P O BOX 534, ORANGE GROVE, TX, .",Jim Wells,97.7272727272727%,97.7272727272727%,100%,100%,100%,100%,100%
9181905000,Public ISD,ORANGEFIELD ISD,"P O BOX 228, ORANGEFIELD, TX, .",Orange,88.3720930232558%,88.3720930232558%,97.6744186046512%,97.6744186046512%,97.6744186046512%,97.6744186046512%,97.6744186046512%
9230903000,Public ISD,ORE CITY ISD,"100 REBEL RD, ORE CITY, TX, .",Upshur,94.5454545454546%,94.5454545454546%,96.3636363636364%,96.3636363636364%,96.3636363636364%,96.3636363636364%,96.3636363636364%
9014804000,Public ISD,ORENDA CHARTER SCHOOL,"2951 WILLIAMS DR, GEORGETOWN, TX, .",Williamson,95.3757225433526%,95.9537572254335%,97.1098265895954%,96.5317919075145%,98.8439306358381%,97.1098265895954%,97.1098265895954%
9201908000,Public ISD,OVERTON ISD,"P O BOX 130, OVERTON, TX, .",Rusk,97.0588235294118%,97.0588235294118%,97.0588235294118%,97.0588235294118%,97.0588235294118%,97.0588235294118%,97.0588235294118%
7014330001,Private School,Oak Creek Academy,"1020 Trimmier Rd., Killeen, TX, .",Bell,100%,100%,100%,100%,100%,100%,100%
7057195009,Private School,Oak Hill Academy,"9407 Midway, Dallas, TX, .",Dallas,87.5%,87.5%,100%,100%,100%,100%,100%
7068300001,Private School,Odessa Christian School,"2000 Doran Dr., Odessa, TX, .",Ector,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%,93.3333333333333%
7101100158,Private School,Our Lady Queen Of Peace Catholic School,"1600 HWY 2004, Richwood, TX, .",Brazoria,100%,100%,100%,100%,100%,100%,100%
7101100113,Private School,Our Lady of Fatima School - Galena Park,"1702 9TH ST, Galena Park, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7101100115,Private School,Our Lady of Guadalupe School Houston,"2405 Navigation Blvd, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7015100117,Private School,Our Lady of Perpetual Help Catholic Scho,"16075 North Evans Rd., Selma, TX, .",Guadalupe,100%,100%,100%,100%,100%,100%,100%
7057100111,Private School,Our Lady of Perpetual Help Dallas,"7625 Cortland Ave, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7240121106,Private School,Our Lady of Refuge School,"577 Washington St, Eagle Pass, TX, .",Maverick,96.6666666666667%,96.6666666666667%,100%,100%,100%,100%,100%
7031100105,Private School,Our Lady of Sorrows School,"1100 Gumwood St, Mcallen, TX, .",Hidalgo,100%,100%,100%,100%,100%,100%,100%
7235100102,Private School,Our Lady of Victory Catholic School,"1311 E. Mesquite, Victoria, TX, .",Victoria,100%,100%,100%,100%,100%,100%,100%
7101153101,Private School,Our Savior Lutheran School Houston,"5000 W Tidwell Rd, Houston, TX, .",Harris,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%
7070101001,Private School,Ovilla Christian School,"3251 Ovilla Rd, Red Oak, TX, .",Ellis,79.1666666666667%,79.1666666666667%,87.5%,83.3333333333333%,87.5%,87.5%,87.5%
9051901000,Public ISD,PADUCAH ISD,"P O BOX P, PADUCAH, TX, .",Cottle,100%,100%,100%,100%,100%,100%,100%
9104907000,Public ISD,PAINT CREEK ISD,"4485 FM 600, HASKELL, TX, .",Haskell,88.8888888888889%,88.8888888888889%,77.7777777777778%,88.8888888888889%,88.8888888888889%,88.8888888888889%,77.7777777777778%
9048903000,Public ISD,PAINT ROCK ISD,"P O BOX 277, PAINT ROCK, TX, .",Concho,100%,100%,100%,100%,100%,100%,100%
9158905000,Public ISD,PALACIOS ISD,"1209 12TH ST, PALACIOS, TX, .",Matagorda,99.0291262135923%,99.0291262135923%,100%,100%,100%,100%,100%
9001907000,Public ISD,PALESTINE ISD,"1007 E PARK AVE, PALESTINE, TX, .",Anderson,98.1735159817352%,98.1735159817352%,100%,99.5433789954338%,98.6301369863014%,99.5433789954338%,98.1735159817352%
9070910000,Public ISD,PALMER ISD,"P O BOX 790, PALMER, TX, .",Ellis,95.2380952380952%,95.2380952380952%,96.1904761904762%,97.1428571428571%,96.1904761904762%,96.1904761904762%,96.1904761904762%
9090904000,Public ISD,PAMPA ISD,"1233 N HOBART, PAMPA, TX, .",Gray,99.1150442477876%,99.1150442477876%,98.6725663716814%,99.1150442477876%,99.1150442477876%,99.1150442477876%,98.6725663716814%
9033902000,Public ISD,PANHANDLE ISD,"106 W 9TH, PANHANDLE, TX, .",Carson,84.0909090909091%,84.0909090909091%,88.6363636363636%,88.6363636363636%,88.6363636363636%,88.6363636363636%,88.6363636363636%
9042905000,Public ISD,PANTHER CREEK CISD,"129 PR 3421, VALERA, TX, .",Coleman,100%,100%,100%,100%,100%,100%,100%
9249906000,Public ISD,PARADISE ISD,"338 SCHOOLHOUSE RD, PARADISE, TX, .",Wise,94.7368421052632%,94.7368421052632%,96.4912280701754%,96.4912280701754%,96.4912280701754%,96.4912280701754%,95.6140350877193%
9139909000,Public ISD,PARIS ISD,"1920 CLARKSVILLE, PARIS, TX, .",Lamar,98.5454545454546%,98.5454545454546%,98.5454545454546%,98.5454545454546%,98.9090909090909%,98.5454545454546%,98.5454545454546%
9101917000,Public ISD,PASADENA ISD,"3920 MICKEY GILLEY BLVD, PASADENA, TX, .",Harris,98.1741573033708%,98.7640449438202%,97.8370786516854%,98.7640449438202%,99.0449438202247%,98.5393258426966%,98.4550561797753%
9063906000,Public ISD,PATTON SPRINGS ISD,"P O BOX 32, AFTON, TX, .",Dickens,100%,100%,100%,88.8888888888889%,100%,100%,100%
9013902000,Public ISD,PAWNEE ISD,"P O BOX 569, PAWNEE, TX, .",Bee,100%,100%,100%,100%,100%,100%,100%
9020908000,Public ISD,PEARLAND ISD,"P O BOX 7, PEARLAND, TX, .",Brazoria,98.0769230769231%,97.9567307692308%,99.0985576923077%,99.1586538461538%,99.1586538461538%,99.1586538461538%,99.0985576923077%
9082903000,Public ISD,PEARSALL ISD,"318 BERRY RANCH RD, PEARSALL, TX, .",Frio,100%,100%,100%,100%,100%,100%,100%
9184908000,Public ISD,PEASTER ISD,"P O BOX 129, PEASTER, TX, .",Parker,92.2413793103448%,92.2413793103448%,94.8275862068965%,95.6896551724138%,95.6896551724138%,95.6896551724138%,95.6896551724138%
9195901000,Public ISD,PECOS-BARSTOW-TOYAH ISD,"P O BOX 869, PECOS, TX, .",Reeves,94.7115384615385%,96.1538461538462%,95.6730769230769%,97.5961538461538%,100%,96.1538461538462%,96.6346153846154%
9057802000,Public ISD,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIEN,"3800 MAIN ST STE E, DALLAS, TX, .",Dallas,90%,90%,95%,97.5%,95%,95%,95%
9109914000,Public ISD,PENELOPE ISD,"P O BOX 68, PENELOPE, TX, .",Hill,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%
